HST_ID,X,X_err,Y,Y_err,F606W_Vegamag,F606W_mag_err,F814W_Vegamag,F814W_mag_err,N_detect,HST_Field,F098M_Vegamag,F098M_mag_err,F139M_Vegamag,F139M_mag_err,F153M_Vegamag,F153M_mag_err,F167N_Vegamag,F167N_mag_err,F130N_Vegamag,F130N_mag_err,GaiaDR3_ID,Gmag,BPmag,RPmag,RA,DEC,distance
GB01810532,4760.739,0.021,4973.125,0.020,23.041,0.010,19.622,0.010,4,HD43_ACSWFC,17.630,0.006,15.597,0.004,15.205,0.006,14.875,0.007,,,,,,,267.7525454,-29.0649054,7.539903341776563
GB13023655,4741.414,0.210,5015.640,0.184,25.067,0.020,21.914,0.049,4,HD43_ACSWFC,19.991,0.022,18.174,0.017,17.828,0.027,17.580,0.040,,,,,,,267.7527907,-29.0644328,7.539951081782369
GB10471081,4762.861,0.082,4865.586,0.006,24.829,,21.583,0.014,3,HD43_ACSWFC,19.760,0.019,17.871,0.014,17.566,0.023,17.259,0.032,,,,,,,267.7525205,-29.0661009,7.564434473334041
GB00794590,4703.577,0.035,5063.782,0.029,21.803,0.002,18.406,0.020,4,HD43_ACSWFC,16.463,0.003,14.430,0.002,13.982,0.003,13.677,0.004,,,4057339301119029376,19.915,21.794,18.711,267.7532712,-29.0638975,7.655539835494574
GB09469228,4772.296,0.070,4917.970,0.028,,,21.445,0.001,2,HD43_ACSWFC,19.668,0.019,17.873,0.016,17.526,0.025,17.363,0.038,,,,,,,267.7523989,-29.0655185,7.6603409677731005
GB11320322,4466.928,0.142,5073.717,0.010,25.147,,21.696,,2,HD43_ACSWFC,19.818,0.020,17.954,0.014,17.616,0.024,17.322,0.033,,,,,,,267.7562822,-29.0637876,7.747968431536261
GB19326345,4675.054,0.145,4746.673,0.025,,,22.732,0.123,2,HD43_ACSWFC,20.623,0.034,18.417,0.020,18.018,0.032,17.700,0.044,,,,,,,267.7536366,-29.0674222,7.790468336306147
GB07470162,4767.090,0.113,4857.772,0.034,24.521,,21.144,0.014,3,HD43_ACSWFC,19.192,0.013,17.349,0.010,17.015,0.016,16.845,0.024,,,,,,,267.7524646,-29.0661873,7.82253281648475
GB15529404,4734.412,0.227,5039.023,0.070,25.389,,22.226,,2,HD43_ACSWFC,20.386,0.029,18.598,0.022,18.220,0.037,18.058,0.058,,,,,,,267.7528798,-29.0641724,7.848241853933026
GB17434114,4444.699,0.013,5060.529,0.357,,,22.469,0.074,2,HD43_ACSWFC,20.484,0.031,18.479,0.021,17.998,0.032,17.961,0.055,,,,,,,267.7565619,-29.0639329,7.90888616759772
GB01182712,4779.000,0.030,4911.674,0.042,22.549,0.013,19.046,0.002,4,HD43_ACSWFC,16.995,0.004,14.890,0.003,14.482,0.004,14.126,0.005,,,,20.611,,,267.7523139,-29.0655885,7.930742539446205
GB16829777,4653.150,0.198,4732.334,0.079,,,22.390,0.020,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7539152,-29.0675815,7.937800879132665
GB16824533,4555.973,0.026,4719.308,0.321,25.647,,22.390,,2,HD43_ACSWFC,20.303,0.029,18.213,0.017,17.830,0.028,17.595,0.041,,,,,,,267.7551537,-29.0677272,7.981832696900242
GB05085430,4770.788,0.067,4977.912,0.037,23.992,,20.711,0.024,3,HD43_ACSWFC,18.799,0.011,16.850,0.008,16.459,0.012,16.163,0.015,,,,,,,267.7524165,-29.0648520,7.9845602468337376
GB17217246,4379.003,0.020,4922.071,0.158,,,22.440,0.004,2,HD43_ACSWFC,20.208,0.025,17.855,0.013,17.366,0.020,17.056,0.027,,,,,,,267.7573983,-29.0654717,8.073534888659117
GB19072333,4420.319,0.214,4793.638,0.046,,,22.694,0.117,2,HD43_ACSWFC,20.323,0.028,18.218,0.017,17.887,0.029,17.583,0.041,,,,,,,267.7568744,-29.0668994,8.101238100060272
GB20661020,4383.395,0.004,4964.113,0.046,,,22.961,0.080,2,HD43_ACSWFC,20.744,0.037,18.451,0.020,17.995,0.031,17.766,0.046,,,,,,,267.7573421,-29.0650044,8.115926074156967
GB13037565,4678.266,0.058,5095.208,0.125,25.106,,21.915,,2,HD43_ACSWFC,20.133,0.025,18.386,0.020,18.039,0.034,17.830,0.050,,,,,,,267.7535956,-29.0635494,8.11751701228612
GB00985830,4779.758,0.018,4875.739,0.011,20.497,0.002,18.759,0.016,4,HD43_ACSWFC,17.669,0.006,16.471,0.006,16.215,0.010,15.996,0.014,,,4057339301119010048,19.826,21.216,18.262,267.7523046,-29.0659879,8.127563275948201
GB15800828,4549.432,0.087,5117.891,0.061,25.420,,22.260,0.004,3,HD43_ACSWFC,20.473,0.030,18.676,0.023,18.314,0.039,18.081,0.059,,,,,,,267.7552312,-29.0632959,8.131713025414351
GB06109766,4784.495,0.042,4919.361,0.018,24.387,0.016,20.911,,3,HD43_ACSWFC,18.991,0.013,17.023,0.009,16.628,0.014,16.361,0.019,,,,,,,267.7522449,-29.0655036,8.145315280611905
GB13047820,4673.879,0.210,5098.960,0.031,,,21.917,0.037,2,HD43_ACSWFC,20.063,0.024,18.153,0.018,17.756,0.028,17.529,0.040,,,,,,,267.7536483,-29.0635065,8.176405853048115
GB17175156,4575.848,0.018,5121.806,0.151,,,22.435,0.098,2,HD43_ACSWFC,20.777,0.039,18.962,0.029,18.488,0.045,18.413,0.077,,,,,,,267.7548942,-29.0632522,8.194318603829652
GB20629868,4724.563,0.432,4770.759,0.100,26.137,,22.955,,2,HD43_ACSWFC,20.831,0.039,18.851,0.026,18.545,0.046,18.282,0.068,,,,,,,267.7530075,-29.0671541,8.202763442355959
GB16500653,4639.363,0.231,5114.692,0.124,,,22.348,0.056,2,HD43_ACSWFC,20.452,0.031,18.717,0.024,18.331,0.040,18.098,0.060,,,,,,,267.7540869,-29.0633315,8.248095250572336
GB13465049,4780.836,0.132,4968.116,0.140,25.189,,21.969,0.010,3,HD43_ACSWFC,20.044,0.023,18.288,0.018,17.927,0.030,17.696,0.044,,,,,,,267.7522911,-29.0649614,8.25525935124559
GB21293208,4374.774,0.261,4903.935,0.145,25.968,,23.111,,2,HD43_ACSWFC,21.784,0.086,20.498,0.093,20.459,0.227,20.263,0.377,,,,,,,267.7574526,-29.0656728,8.258383638285315
GB15339917,4458.127,0.150,4750.972,0.036,,,22.202,0.094,2,HD43_ACSWFC,20.098,0.024,18.058,0.016,17.707,0.026,17.439,0.036,,,,,,,267.7563942,-29.0673738,8.263607576986212
GB11668839,4786.233,0.053,4944.411,0.109,24.919,,21.741,0.078,3,HD43_ACSWFC,20.006,0.024,18.200,0.019,17.895,0.033,17.648,0.047,,,,,,,267.7522227,-29.0652249,8.286763746400004
GB01445359,4497.492,0.024,5106.912,0.022,22.937,,19.337,,2,HD43_ACSWFC,17.281,0.005,15.208,0.003,14.750,0.004,14.457,0.006,,,,20.902,,19.888,267.7558934,-29.0634188,8.292770860070961
GB15471756,4617.184,0.267,5121.172,0.028,25.249,0.136,22.219,,3,HD43_ACSWFC,20.494,0.031,18.820,0.026,18.527,0.047,18.355,0.074,,,,,,,267.7543697,-29.0632600,8.293327736063896
GB14565414,4764.759,0.165,5012.666,0.072,25.208,0.087,22.106,0.022,4,HD43_ACSWFC,20.254,0.026,18.414,0.020,18.075,0.033,17.801,0.048,,,,,,,267.7524940,-29.0644659,8.294498910765459
GB21006112,4398.978,0.231,5019.041,0.038,,,23.037,0.021,2,HD43_ACSWFC,21.001,0.045,18.833,0.026,18.398,0.042,18.182,0.064,,,,,,,267.7571435,-29.0643939,8.336961048419472
GB10966526,4677.555,0.058,5103.914,0.038,24.820,0.024,21.649,0.033,4,HD43_ACSWFC,19.858,0.021,17.998,0.016,17.638,0.026,17.483,0.039,,,,,,,267.7536016,-29.0634514,8.42005061090244
GB08988122,4610.600,0.378,5125.490,0.046,24.580,0.018,21.376,,3,HD43_ACSWFC,19.526,0.017,17.764,0.013,17.477,0.022,17.237,0.031,,,,,,,267.7544534,-29.0632120,8.422084787342085
GB09641003,4773.173,0.172,4830.728,0.067,24.958,0.009,21.469,0.010,4,HD43_ACSWFC,19.392,0.015,17.313,0.010,16.945,0.016,16.613,0.021,,,,,,,267.7523887,-29.0664882,8.433643868778699
GB03489117,4498.262,0.020,4720.504,0.028,22.516,,20.320,,2,HD43_ACSWFC,19.103,0.013,17.760,0.013,17.449,0.022,17.242,0.031,,,,,,,267.7558873,-29.0677138,8.539932363629163
GB07277257,4789.492,0.089,4962.194,0.061,24.414,0.033,21.113,0.031,4,HD43_ACSWFC,19.117,0.013,17.208,0.009,16.798,0.014,16.556,0.020,,,,,,,267.7521800,-29.0650270,8.541506017843155
GB19932055,4750.647,0.117,5047.749,0.161,,,22.828,0.042,2,HD43_ACSWFC,21.027,0.046,19.202,0.034,19.103,0.074,18.874,0.113,,,,,,,267.7526729,-29.0640759,8.575179549220827
GB13488749,4419.236,0.135,5060.109,0.054,,,21.972,0.009,2,HD43_ACSWFC,19.697,0.018,17.495,0.011,17.058,0.017,16.793,0.023,,,,,,,267.7568856,-29.0639375,8.630095037496579
GB13137766,4780.088,0.148,4833.959,0.110,25.139,0.016,21.928,0.028,4,HD43_ACSWFC,20.132,0.025,18.323,0.019,18.025,0.033,17.764,0.048,,,,,,,267.7523008,-29.0664523,8.636033925879486
GB21662585,4569.246,0.353,4699.278,0.305,,,23.239,0.183,2,HD43_ACSWFC,21.242,0.055,19.108,0.031,18.868,0.060,18.471,0.080,,,,,,,267.7549821,-29.0679487,8.7278822369953
GB14704474,4800.610,0.160,4914.256,0.059,25.562,,22.123,0.021,3,HD43_ACSWFC,20.277,0.027,18.324,0.019,17.956,0.031,17.725,0.045,,,,,,,267.7520402,-29.0655601,8.789733851408863
GB17595401,4800.144,0.196,4902.549,0.142,25.595,,22.490,,2,HD43_ACSWFC,20.666,0.035,18.818,0.026,18.502,0.045,18.193,0.064,,,,,,,267.7520455,-29.0656895,8.791579502490825
GB02635966,4762.242,0.033,5042.641,0.022,23.374,,20.032,0.000,3,HD43_ACSWFC,18.108,0.007,16.169,0.005,15.729,0.008,15.479,0.010,,,,,,,267.7525245,-29.0641325,8.832451837137324
GB08383956,4713.255,0.063,4740.336,0.033,23.981,0.067,21.286,0.008,4,HD43_ACSWFC,19.900,0.021,18.553,0.021,18.107,0.034,17.964,0.054,,,,,,,267.7531512,-29.0674927,8.834784763905866
GB13841949,4746.933,0.063,4769.584,0.130,25.408,,22.016,0.092,3,HD43_ACSWFC,19.893,0.021,17.879,0.014,17.530,0.023,17.232,0.031,,,,,,,267.7527239,-29.0671680,8.883910005988483
GB17929934,4386.359,0.267,5024.582,0.062,,,22.535,0.017,2,HD43_ACSWFC,20.393,0.029,18.147,0.016,17.647,0.025,17.421,0.036,,,,,,,267.7573038,-29.0643323,8.88551427437323
GB13726126,4556.581,0.251,5138.079,0.070,25.288,,22.002,,2,HD43_ACSWFC,20.140,0.025,18.316,0.019,17.988,0.032,17.802,0.049,,,,,,,267.7551420,-29.0630725,8.892203930451355
GB13249348,4803.730,0.047,4923.547,0.081,25.092,0.001,21.942,0.005,4,HD43_ACSWFC,20.015,0.023,18.176,0.017,17.864,0.028,17.572,0.040,,,,,,,267.7519994,-29.0654566,8.921031463735867
GB18489667,4728.147,0.070,5086.228,0.035,25.491,,22.611,0.039,3,HD43_ACSWFC,20.668,0.035,18.758,0.024,18.471,0.044,18.178,0.063,,,,,,,267.7529598,-29.0636484,8.973904230944399
GB07704720,4775.985,0.033,5028.445,0.132,24.442,0.027,21.182,0.020,4,HD43_ACSWFC,19.267,0.014,17.519,0.012,17.191,0.019,16.998,0.027,,,,,,,267.7523511,-29.0642905,8.991512821683855
GB15434669,4426.037,0.051,4753.567,0.007,25.784,,22.214,0.024,3,HD43_ACSWFC,20.130,0.024,18.057,0.015,17.670,0.025,17.523,0.038,,,,,,,267.7568032,-29.0673451,9.012355040310405
GB06487210,4476.618,0.070,5120.260,0.026,24.538,,20.979,,2,HD43_ACSWFC,18.821,0.011,16.763,0.007,16.381,0.011,16.104,0.015,,,,,,,267.7561586,-29.0632703,9.134395082899976
GB06481783,4493.963,0.029,4704.661,0.014,24.734,,20.978,,2,HD43_ACSWFC,18.857,0.011,16.694,0.007,16.264,0.010,15.981,0.013,,,,,,,267.7559421,-29.0678898,9.191179820647378
GB13158276,4352.686,0.160,4945.960,0.070,24.963,0.015,21.931,0.023,4,HD43_ACSWFC,20.391,0.029,19.048,0.029,18.729,0.053,18.443,0.077,,,,,,,267.7577327,-29.0652061,9.196459442179574
GB18488444,4783.918,0.236,5027.853,0.113,,,22.611,0.148,2,HD43_ACSWFC,20.830,0.043,19.004,0.033,18.594,0.054,18.328,0.079,,,,,,,267.7522502,-29.0642971,9.25725494598921
GB15290304,4577.084,0.159,5149.890,0.059,25.230,,22.196,0.065,3,HD43_ACSWFC,20.333,0.028,18.622,0.022,18.300,0.039,18.060,0.058,,,,,,,267.7548772,-29.0629398,9.317742481454763
GB15546780,4804.297,0.130,4983.765,0.156,25.402,0.138,22.228,0.005,4,HD43_ACSWFC,20.335,0.028,18.473,0.021,18.085,0.034,17.820,0.049,,,,,,,267.7519916,-29.0647872,9.330915172701417
GB09353912,4714.292,0.137,5108.684,0.172,24.600,,21.429,0.038,3,HD43_ACSWFC,19.588,0.017,17.846,0.014,17.521,0.023,17.349,0.034,,,,,,,267.7531357,-29.0633987,9.342539443394504
GB16952598,4653.654,0.134,5139.412,0.198,25.972,,22.406,0.044,3,HD43_ACSWFC,20.450,0.031,18.719,0.024,18.378,0.041,18.180,0.064,,,,,,,267.7539062,-29.0630570,9.361014441041892
GB10887525,4803.583,0.201,4990.709,0.045,24.772,,21.639,0.031,3,HD43_ACSWFC,19.773,0.019,17.971,0.015,17.584,0.023,17.420,0.036,,,,,,,267.7519995,-29.0647098,9.390712619970985
GB12321268,4551.779,0.054,5150.643,0.104,25.083,,21.825,0.001,3,HD43_ACSWFC,19.860,0.020,17.984,0.015,17.541,0.023,17.398,0.035,,,,,,,267.7552010,-29.0629319,9.416501181417683
GB14517382,4709.648,0.084,5114.097,0.071,25.133,,22.100,0.015,3,HD43_ACSWFC,20.268,0.027,18.520,0.021,18.203,0.037,17.801,0.048,,,,,,,267.7531924,-29.0633381,9.423406169281972
GB14450403,4798.067,0.157,4822.954,0.067,,,22.091,0.026,2,HD43_ACSWFC,20.160,0.025,18.279,0.018,17.918,0.029,17.898,0.051,,,,,,,267.7520722,-29.0665747,9.470484395936174
GB00908838,4784.240,0.017,5038.130,0.022,22.052,0.014,18.626,0.011,4,HD43_ACSWFC,16.624,0.003,14.583,0.002,14.161,0.003,13.841,0.004,,,4057339301119042688,20.196,,18.214,267.7522461,-29.0641829,9.471992525442287
GB13674272,4426.944,0.142,4735.532,0.052,25.588,,21.995,0.065,3,HD43_ACSWFC,20.003,0.023,18.019,0.015,17.634,0.025,17.458,0.037,,,,,,,267.7567896,-29.0675450,9.519872107266663
GB16105968,4674.394,0.356,5135.981,0.193,25.241,,22.298,,2,HD43_ACSWFC,20.422,0.031,18.660,0.024,18.495,0.047,18.114,0.063,,,,,,,267.7536418,-29.0630945,9.52847377332539
GB13281838,4808.657,0.270,4847.292,0.091,,,21.946,0.042,2,HD43_ACSWFC,20.100,0.024,18.138,0.017,17.836,0.029,17.421,0.036,,,,,,,267.7519374,-29.0663042,9.531453836016587
GB11098651,4505.858,0.006,5143.510,0.071,25.210,,21.667,,2,HD43_ACSWFC,19.689,0.018,17.672,0.012,17.231,0.019,17.018,0.027,,,,,,,267.7557867,-29.0630120,9.540713541986605
GB16701068,4815.131,0.155,4961.266,0.121,25.917,,22.374,,2,HD43_ACSWFC,20.481,0.031,18.660,0.023,18.330,0.039,18.105,0.059,,,,,,,267.7518511,-29.0650361,9.549491671271046
GB20593257,4343.578,0.250,4870.775,0.078,,,22.948,0.005,2,HD43_ACSWFC,20.921,0.043,18.930,0.029,18.579,0.051,18.188,0.068,,,,,,,267.7578491,-29.0660418,9.668228063992625
GB03794648,4710.259,0.037,4711.765,0.023,24.046,0.008,20.406,0.001,4,HD43_ACSWFC,18.302,0.008,16.195,0.005,15.769,0.008,15.475,0.010,,,,,,,267.7531895,-29.0678103,9.709530389511798
GB03447203,4784.582,0.083,5049.536,0.043,23.695,0.035,20.308,0.024,4,HD43_ACSWFC,18.403,0.009,16.421,0.006,16.004,0.009,15.741,0.012,,,,,,,267.7522416,-29.0640561,9.725122366319091
GB20813252,4480.182,0.365,4695.810,0.207,,,22.993,0.069,2,HD43_ACSWFC,20.864,0.042,18.840,0.026,18.525,0.047,18.190,0.064,,,,,,,267.7561143,-29.0679870,9.727567067592206
GB05846025,4815.387,0.083,4851.221,0.022,24.122,0.021,20.862,0.019,4,HD43_ACSWFC,19.014,0.012,17.285,0.010,16.936,0.016,16.759,0.024,,,,,,,267.7518519,-29.0662605,9.745227262405477
GB03238017,4387.329,0.121,5065.700,0.065,24.423,0.117,20.244,0.013,4,HD43_ACSWFC,17.891,0.006,15.442,0.004,14.959,0.005,14.593,0.006,,,,,,,267.7572911,-29.0638753,9.757077286765684
GB15424601,4680.740,0.182,5141.807,0.024,25.368,,22.213,,2,HD43_ACSWFC,20.466,0.031,18.748,0.025,18.422,0.044,18.124,0.062,,,,,,,267.7535611,-29.0630297,9.843876067291324
GB10294332,4795.943,0.042,5037.309,0.110,,,21.559,0.008,2,HD43_ACSWFC,19.428,0.016,17.192,0.010,16.700,0.014,16.379,0.018,,,,,,,267.7520973,-29.0641921,9.861134259910719
GB13498102,4672.501,0.156,5146.527,0.036,24.950,0.056,21.973,0.027,4,HD43_ACSWFC,20.143,0.025,18.377,0.019,18.035,0.032,17.807,0.048,,,,,,,267.7536654,-29.0629777,9.88857530203912
GB02168464,4638.885,0.047,4676.350,0.012,22.408,0.018,19.825,0.015,4,HD43_ACSWFC,18.271,0.009,16.834,0.011,16.521,0.014,16.398,0.020,,,,,,,267.7540972,-29.0682037,9.907883324333126
GB14666346,4435.506,0.262,5119.202,0.086,,,22.118,0.034,2,HD43_ACSWFC,19.971,0.022,17.712,0.012,17.288,0.019,16.986,0.026,,,,,,,267.7566782,-29.0632807,9.956897915925788
GB17874636,4773.751,0.180,5074.516,0.134,25.571,0.112,22.527,,3,HD43_ACSWFC,20.708,0.040,18.801,0.026,18.452,0.045,18.186,0.066,,,,,,,267.7523782,-29.0637779,9.96831592837779
GB00913616,4613.943,0.035,5164.777,0.033,22.012,0.004,18.634,0.021,4,HD43_ACSWFC,16.673,0.003,14.739,0.003,14.342,0.004,14.067,0.005,,,4057339301125362304,20.128,,,267.7544096,-29.0627747,10.000366578038918
GB02897410,4495.898,0.004,4681.948,0.009,22.091,,20.130,,2,HD43_ACSWFC,18.971,0.012,17.746,0.013,17.389,0.021,17.145,0.029,,,,,,,267.7559177,-29.0681423,10.011651782130896
GB19103551,4684.854,0.196,5145.813,0.055,,,22.699,0.021,2,HD43_ACSWFC,20.786,0.039,18.985,0.030,18.668,0.053,18.439,0.080,,,,,,,267.7535084,-29.0629857,10.05640253876239
GB20710996,4732.254,0.411,5118.356,0.051,25.709,,22.972,,2,HD43_ACSWFC,21.184,0.051,19.317,0.036,18.949,0.063,18.844,0.108,,,,,,,267.7529032,-29.0632898,10.089498458025643
GB15290363,4538.432,0.193,5167.153,0.120,,,22.196,0.044,2,HD43_ACSWFC,20.287,0.027,18.483,0.020,18.096,0.034,17.910,0.052,,,,,,,267.7553694,-29.0627481,10.148016283547838
GB17290135,4723.856,0.128,5127.200,0.022,25.504,,22.450,0.043,3,HD43_ACSWFC,20.498,0.032,18.593,0.022,18.383,0.042,18.071,0.059,,,,,,,267.7530139,-29.0631930,10.169796909401432
GB17732078,4326.405,0.030,4922.906,0.219,,,22.508,0.007,2,HD43_ACSWFC,20.582,0.034,18.674,0.023,18.334,0.040,18.175,0.063,,,,,,,267.7580669,-29.0654622,10.177588645424915
GB13610907,4635.608,0.089,4668.463,0.065,25.561,,21.987,,2,HD43_ACSWFC,20.024,0.023,18.165,0.017,17.773,0.027,17.532,0.039,,,,,,,267.7541392,-29.0682909,10.184208850534871
GB19958124,4575.888,0.147,5171.760,0.151,25.449,,22.832,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7548936,-29.0626965,10.194364029527147
GB11964896,4799.951,0.079,5047.624,0.075,25.017,,21.779,0.013,3,HD43_ACSWFC,19.844,0.020,17.933,0.015,17.557,0.024,17.276,0.033,,,,,,,267.7520452,-29.0640772,10.20983836376589
GB17611124,4365.869,0.085,5055.239,0.077,,,22.492,0.119,2,HD43_ACSWFC,20.185,0.025,17.943,0.014,17.434,0.021,17.067,0.028,,,,,,,267.7575640,-29.0639915,10.218515844437562
GB04844483,4444.284,0.038,4701.187,0.031,23.518,0.026,20.660,0.004,4,HD43_ACSWFC,18.949,0.012,17.235,0.009,16.905,0.015,16.684,0.021,,,,,,,267.7565707,-29.0679270,10.22188981654234
GB01436415,4397.037,0.053,5095.712,0.029,23.277,0.026,19.329,0.006,4,HD43_ACSWFC,17.099,0.004,14.838,0.003,14.368,0.004,14.043,0.005,,,,20.962,24.617,20.105,267.7571674,-29.0635417,10.250013669388379
GB01217356,4331.041,0.024,4852.535,0.024,22.622,0.037,19.090,0.012,4,HD43_ACSWFC,17.053,0.004,14.948,0.003,14.525,0.004,14.223,0.005,,,4057339301130504192,20.593,22.855,19.905,267.7580087,-29.0662444,10.319360834427908
GB08098557,4606.783,0.112,5173.891,0.032,24.625,0.017,21.243,0.061,4,HD43_ACSWFC,19.222,0.014,17.305,0.010,16.892,0.015,16.658,0.022,,,,,,,267.7545005,-29.0626734,10.328994153337705
GB20058370,4628.767,0.167,5171.204,0.118,25.544,,22.849,,2,HD43_ACSWFC,20.954,0.045,19.010,0.031,18.752,0.057,18.545,0.089,,,,,,,267.7542215,-29.0627028,10.350547162688835
GB10633402,4841.120,0.126,4936.892,0.072,24.868,0.036,21.605,0.045,4,HD43_ACSWFC,19.654,0.018,17.845,0.013,17.501,0.022,17.301,0.033,,,,,,,267.7515240,-29.0653083,10.443200603709714
GB17506655,4835.571,0.075,4976.685,0.146,25.868,0.047,22.478,0.117,4,HD43_ACSWFC,20.560,0.033,18.680,0.023,18.337,0.039,18.147,0.061,,,,,,,267.7515942,-29.0648660,10.467127826571486
GB12428060,4843.012,0.223,4905.185,0.069,25.024,0.088,21.838,0.010,4,HD43_ACSWFC,19.902,0.021,18.024,0.015,17.650,0.024,17.480,0.037,,,,,,,267.7515002,-29.0656608,10.499066895847077
GB03545993,4351.570,0.104,4787.717,0.045,24.187,0.016,20.337,0.013,4,HD43_ACSWFC,18.212,0.008,16.022,0.005,15.559,0.007,15.290,0.009,,,,,,,267.7577484,-29.0669649,10.531039058202298
GB11149386,4462.314,0.113,4682.009,0.062,25.131,,21.673,0.009,3,HD43_ACSWFC,19.619,0.018,17.700,0.012,17.366,0.020,17.145,0.029,,,,,,,267.7563405,-29.0681400,10.53213905810389
GB04837339,4357.922,0.031,5058.081,0.035,22.710,0.022,20.658,0.014,4,HD43_ACSWFC,19.419,0.016,18.049,0.016,17.746,0.027,17.519,0.040,,,,,,,267.7576650,-29.0639599,10.547603665669252
GB15301527,4510.593,0.170,4662.521,0.178,25.636,,22.197,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7557311,-29.0683583,10.574201288169045
GB17460442,4825.423,0.092,5021.244,0.109,25.341,,22.472,0.023,3,HD43_ACSWFC,20.675,0.036,18.815,0.025,18.566,0.047,18.289,0.068,,,,,,,267.7517238,-29.0643710,10.633950754008035
GB13643732,4601.270,0.085,5183.385,0.152,25.216,,21.991,0.009,3,HD43_ACSWFC,20.138,0.025,18.351,0.019,18.044,0.033,17.914,0.053,,,,,,,267.7545716,-29.0625681,10.686623263047993
GB16923381,4595.004,0.009,5184.446,0.038,,,22.402,0.051,2,HD43_ACSWFC,20.506,0.032,18.647,0.024,18.326,0.041,17.958,0.055,,,,,,,267.7546501,-29.0625560,10.713925649536488
GB01266341,4772.537,0.013,5104.049,0.038,22.559,0.003,19.149,0.020,4,HD43_ACSWFC,17.170,0.004,15.195,0.003,14.770,0.005,14.488,0.006,,,,20.664,,,267.7523943,-29.0634502,10.716458652899748
GB12426892,4525.755,0.261,5179.276,0.088,25.288,0.071,21.838,0.050,4,HD43_ACSWFC,19.937,0.021,18.011,0.015,17.707,0.025,17.439,0.036,,,,,,,267.7555305,-29.0626133,10.719009214275653
GB18166025,4819.749,0.107,5038.415,0.147,25.619,,22.566,0.123,3,HD43_ACSWFC,20.679,0.036,18.840,0.026,18.505,0.046,18.221,0.065,,,,,,,267.7517936,-29.0641796,10.725896693443305
GB10162080,4764.023,0.148,5113.620,0.026,24.650,0.030,21.541,0.026,4,HD43_ACSWFC,19.714,0.019,17.956,0.015,17.646,0.025,17.404,0.036,,,,,,,267.7525024,-29.0633438,10.752369283102817
GB21392855,4532.081,0.584,5182.776,0.348,,,23.141,0.025,2,HD43_ACSWFC,20.984,0.045,18.937,0.028,18.561,0.048,18.448,0.080,,,,,,,267.7554500,-29.0625744,10.80778320283763
GB13047367,4756.298,0.266,4710.764,0.028,,,21.917,0.031,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7526042,-29.0678216,10.834639180551035
GB19089645,4841.003,0.050,4841.761,0.066,,,22.697,0.008,2,HD43_ACSWFC,20.771,0.038,18.725,0.024,18.425,0.043,18.154,0.062,,,,,,,267.7515262,-29.0663657,10.834680682651118
GB13983242,4443.287,0.173,4682.251,0.099,25.261,,22.033,0.047,3,HD43_ACSWFC,19.989,0.023,18.020,0.015,17.632,0.024,17.447,0.037,,,,,,,267.7565824,-29.0681373,10.887704975118632
GB13033539,4657.097,0.093,5178.307,0.022,25.137,0.102,21.915,0.047,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7538609,-29.0626245,10.890515030414626
GB01091542,4522.705,0.002,4650.898,0.016,22.731,,18.922,,2,HD43_ACSWFC,16.765,0.004,14.561,0.002,14.122,0.003,13.794,0.004,,,,20.477,21.737,18.871,267.7555773,-29.0684875,10.909129272382225
GB04815298,4832.550,0.095,4810.926,0.026,24.015,0.022,20.653,0.023,4,HD43_ACSWFC,18.712,0.010,16.672,0.007,16.306,0.010,16.014,0.014,,,,,,,267.7516341,-29.0667084,10.92721808223904
GB14919971,4752.250,0.132,4703.332,0.118,,,22.150,0.020,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7526557,-29.0679042,10.960922040102002
GB17054621,4553.893,0.351,5190.557,0.034,25.493,,22.419,0.075,3,HD43_ACSWFC,20.475,0.031,18.618,0.023,18.180,0.036,18.065,0.059,,,,,,,267.7551716,-29.0624877,10.99591958878062
GB18434204,4432.450,0.141,4685.089,0.144,,,22.603,0.063,2,HD43_ACSWFC,20.665,0.035,18.765,0.025,18.369,0.041,18.211,0.065,,,,,,,267.7567212,-29.0681060,11.019793271930697
GB09293405,4321.242,0.093,4822.223,0.028,24.606,,21.420,0.011,3,HD43_ACSWFC,19.589,0.017,17.815,0.013,17.463,0.022,17.293,0.032,,,,,,,267.7581347,-29.0665816,11.059203218933915
GB05333921,4307.353,0.036,4960.516,0.328,23.942,0.295,20.762,0.023,4,HD43_ACSWFC,18.779,0.010,17.103,0.009,16.833,0.014,16.660,0.021,,,,,,,267.7583088,-29.0650441,11.073795900623406
GB14269652,4826.067,0.158,4786.208,0.068,24.875,0.040,22.069,0.080,4,HD43_ACSWFC,20.248,0.027,18.371,0.019,18.037,0.033,17.732,0.046,,,,,,,267.7517167,-29.0669832,11.118746043016262
GB12418321,4507.724,0.182,4645.817,0.323,25.198,,21.837,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7557678,-29.0685439,11.24912751654153
